NCT_ID,Drug_Clean,Disease,plausibility,primary_target,causal_chain,leak_check
NCT02242942,chlorambucil,Chronic Lymphocytic Leukemia,82.0,DNA alkylating agent (bifunctional nitrogen mustard),Alkylator -> crosslinks DNA -> cytotoxic to proliferating clonal B-lymphocytes -> CLL is a clonal B-cell malignancy directly killed by DNA damage. Mechanism (cytotoxic depletion of the malignant clone) is causally aligned with the disease; long-standing backbone cytotoxic for CLL.,clean - cytotoxic mechanism vs clonal B-cell disease
NCT02264574,chlorambucil,Chronic Lymphocytic Leukemia,82.0,DNA alkylating agent (bifunctional nitrogen mustard),Alkylator -> crosslinks DNA -> cytotoxic to proliferating clonal B-lymphocytes -> CLL is a clonal B-cell malignancy directly killed by DNA damage. Mechanism (cytotoxic depletion of the malignant clone) is causally aligned with the disease; long-standing backbone cytotoxic for CLL.,clean - cytotoxic mechanism vs clonal B-cell disease
NCT02155881,ciclesonide,seasonal allergic rhinitis,86.0,Glucocorticoid receptor (intranasal corticosteroid),Intranasal corticosteroid -> suppresses allergic inflammation of nasal mucosa -> seasonal allergic rhinitis is allergic nasal inflammation. Direct anti-inflammatory action on the core driver; reachable symptom endpoint.,clean
NCT01774838,clopidogrel,Acute Coronary Syndrome; Unstable Angina,88.0,P2Y12 ADP receptor antagonist (antiplatelet),Clopidogrel -> P2Y12 blockade -> platelet aggregation inhibition. Unstable angina/ACS is platelet-driven atherothrombosis; mechanism directly targets the thrombotic driver. Strong fit.,clean
NCT01930591,clopidogrel,Acute Myocardial Infarction,89.0,P2Y12 ADP receptor antagonist (antiplatelet),Clopidogrel -> P2Y12 blockade -> platelet aggregation inhibition -> limits coronary thrombus propagation/recurrence in acute MI. AMI is platelet-rich coronary thrombosis; mechanism directly on the causal driver. Strong fit.,clean
NCT02625753,codeine,PRK Post-operative Pain,78.0,Mu-opioid receptor (via O-demethylation to morphine),"Codeine -> CYP2D6 -> morphine -> mu-opioid receptor agonism -> dampened ascending nociceptive signaling -> reduced post-operative (PRK) pain. Opioid analgesia directly modulates pain transmission, the relevant pathophysiology for acute surgical pain. Strong symptomatic-endpoint fit (CYP2D6 variability adds noise).",clean
NCT02139046,colchicine,Gout,88.0,Tubulin -> NLRP3 inflammasome / neutrophil microtubule-dependent function,Microtubule disruption -> impaired neutrophil response to monosodium urate crystals -> blocked NLRP3/IL-1beta inflammatory flare. Gout is precisely crystal-triggered neutrophilic NLRP3 inflammation; colchicine's mechanism sits directly on the core causal driver of the acute flare. Strong fit.,clean
NCT02282098,colchicine,atrial fibrillation,48.0,Tubulin -> NLRP3 inflammasome / pericardial-atrial inflammation,"Anti-inflammatory mechanism -> reduced atrial inflammation/pericarditis -> reduced post-operative or inflammation-mediated AF. Inflammation is a plausible contributory driver of AF, especially post-cardiac-surgery; but established AF has dominant electrical/structural-remodeling drivers colchicine doesn't reach. Partial fit on a contributory node.",clean
NCT02075840,crizotinib,Anaplastic Lymphoma,88.0,ALK (and ROS1/MET) tyrosine kinase,ALK inhibition -> blocks constitutive signaling from ALK fusion oncoprotein. 'Anaplastic Lymphoma' (ALCL) is frequently driven by NPM-ALK fusion -> ALK IS the oncogenic driver in ALK+ disease. Squarely on causal path for ALK-rearranged subset.,clean
NCT02013648,cytarabine,Acute Myeloid Leukemia (AML),86.0,"DNA polymerase / nucleoside analog (Ara-C, antimetabolite)",Incorporates into proliferating myeloblast DNA -> chain termination -> apoptosis. AML is the defining cytarabine indication; backbone induction agent directly on the leukemic proliferation causal path.,clean
NCT02319135,cytarabine,Acute Myeloid Leukemia,86.0,"DNA polymerase / nucleoside analog (Ara-C, antimetabolite)",Incorporates into DNA of proliferating myeloblasts -> chain termination -> apoptosis. AML is the canonical cytarabine indication ('7+3' backbone); the antimetabolite mechanism is squarely on the proliferative causal path of myeloid leukemia.,clean
NCT01974752,dacarbazine,Metastatic Uveal Melanoma,22.0,DNA alkylating agent (methylating cytotoxic),"DNA damage -> apoptosis. Uveal (metastatic) melanoma is biologically distinct from cutaneous (GNAQ/GNA11 driven, liver-tropic) and is among the MOST chemoresistant melanomas; cytotoxic alkylation engages no driver node and has minimal causal traction on uveal pathophysiology.",clean
NCT02096705,dapagliflozin,Diabetes,85.0,SGLT2 inhibitor,Block renal glucose reabsorption -> glucosuria -> lower plasma glucose independent of insulin. Type 2 diabetes hyperglycemia is directly lowered by urinary glucose excretion; mechanism is on the core glycemic-control causal path (HbA1c endpoint reachable).,clean
NCT02229396,dapagliflozin,Diabetes Mellitus,85.0,SGLT2 inhibitor,Glucosuria -> insulin-independent glucose lowering. Diabetes mellitus (T2D context) -> direct mechanistic lowering of hyperglycemia on the causal path.,clean
NCT02268214,dapagliflozin,Type 1 Diabetes,55.0,SGLT2 inhibitor,"Insulin-independent glucosuria -> lowers glucose even in insulin-deficient T1D. Mechanism does lower hyperglycemia (on causal path for glycemia), but T1D core defect is autoimmune beta-cell loss/insulin deficiency which SGLT2i does not address, and ketoacidosis risk limits benefit; adjunctive glycemic-control fit only.",clean
NCT02284893,dapagliflozin,Type 2 Diabetes,85.0,SGLT2 inhibitor,Renal glucose excretion -> insulin-independent plasma glucose lowering. Type 2 diabetes -> directly on the hyperglycemia causal driver (HbA1c reachable).,clean
NCT02383238,dapagliflozin,Diabetes Mellitus Type 2,85.0,SGLT2 inhibitor,Renal glucose excretion -> reduced plasma glucose. Type 2 diabetes mellitus -> on-mechanism glycemic control; squarely on causal hyperglycemia driver.,clean
NCT02143570,darifenacin,overactive bladder,82.0,Muscarinic M3 receptor (selective antagonist),M3 antagonism -> blocks acetylcholine-mediated detrusor smooth-muscle contraction -> reduces involuntary bladder contractions/urgency. In overactive bladder the core driver is detrusor overactivity mediated by M3 cholinergic signaling; the target is the direct effector of the symptomatic pathophysiology. Urgency/frequency/incontinence endpoints reachable.,clean
NCT02013648,daunorubicin,Acute Myeloid Leukemia (AML),82.0,Topoisomerase II / DNA intercalation (anthracycline),Same as id 608 — AML. Cytotoxic anthracycline kills proliferating myeloid blasts as induction backbone; directly on the clonal-proliferation driver; remission endpoint reachable.,clean
NCT02214407,decitabine,MDS,76.0,DNA methyltransferase (DNMT1),Hypomethylation re-expresses silenced differentiation/tumor-suppressor genes. MDS is a clonal disorder strongly characterized by aberrant DNA hypermethylation; HMA targets that core epigenetic driver and is a mechanistically central therapy for MDS. Hematologic improvement/transfusion-independence endpoints reachable.,clean
NCT01825512,deferiprone,microcytic anemia with liver iron overload,80.0,Iron chelation (bidentate Fe3+ chelator),"Deferiprone chelates and mobilizes excess iron -> reduces tissue/organ iron burden, including liver. In microcytic anemia with hepatic iron overload, the pathology driving organ damage is iron accumulation; chelation directly addresses the causal iron-overload axis. Liver-iron-concentration endpoint directly reachable. (Microcytic anemia itself is not corrected by chelation, but the iron-overload component is squarely targeted.)",clean
NCT02035267,deoxycholic acid,submental fat,83.0,Adipocyte cell membrane (cytolytic bile-acid detergent),"Deoxycholic acid physically disrupts adipocyte membranes -> adipocytolysis -> local fat reduction. Submental fat (the 'disease' = unwanted localized fat) core 'pathophysiology' is presence of subcutaneous adipocytes; the agent directly destroys the target cells producing the intended cosmetic endpoint (reduced submental fat). Direct, mechanism-matched effect.",clean
NCT01971645,dexamethasone,Knee Injury,30.0,Glucocorticoid receptor (NR3C1) agonist,GR agonism -> anti-inflammatory reduces joint effusion/inflammation -> knee injury pain/swelling has an inflammatory component GR can dampen; but underlying structural injury not GR-modifiable. Symptomatic adjunct.,clean
NCT02021240,dexamethasone,Post-operative Pain,52.0,Glucocorticoid receptor (NR3C1) agonist,"GR agonism -> reduced inflammatory mediators (prostaglandins, cytokines) at surgical site -> modest reduction in post-operative pain. Adjunctive anti-inflammatory analgesia; real but non-dominant contributor to acute surgical pain.",clean
NCT02034019,dexamethasone,Treatment of Ocular Inflammation and Pain,74.0,Glucocorticoid receptor (NR3C1) agonist,Ocular GR agonism -> suppression of the prostaglandin/cytokine-driven inflammatory cascade causing ocular inflammation and inflammatory pain -> direct action on the causal driver. On-mechanism for ocular inflammation.,clean
NCT02076009,dexamethasone,Multiple Myeloma,72.0,Glucocorticoid receptor (NR3C1) agonist,GR agonism -> direct pro-apoptotic effect on malignant plasma cells -> multiple myeloma is plasma-cell malignancy; corticosteroids are a core backbone targeting the malignant clone. Mechanism engages the disease driver.,clean
NCT02089113,dexamethasone,Post-Surgical Ocular Pain; Post-Surgical Ocular Inflammation,74.0,Glucocorticoid receptor (NR3C1) agonist,Topical/ocular GR agonism -> suppression of postoperative ocular inflammation (prostaglandin/cytokine-driven) and associated inflammatory pain -> direct anti-inflammatory action on the causal inflammatory cascade. On-mechanism for ocular inflammation.,clean
NCT02106494,dexamethasone,Chemotherapy-induced Nausea and Vomiting,75.0,Glucocorticoid receptor (NR3C1),"GR agonism -> validated antiemetic action -> chemotherapy-induced nausea and vomiting; mechanism directly engages the emetic-response pathway, reachable CINV endpoint",clean
NCT02136134,dexamethasone,Multiple Myeloma,72.0,Glucocorticoid receptor (NR3C1) agonist,GR agonism -> direct pro-apoptotic effect on malignant plasma cells -> multiple myeloma is plasma-cell malignancy; corticosteroids are a core backbone targeting the malignant clone. Mechanism engages the disease driver.,clean
NCT02195479,dexamethasone,Multiple Myeloma,72.0,Glucocorticoid receptor (NR3C1) agonist,GR agonism -> direct pro-apoptotic effect on malignant plasma cells -> multiple myeloma is plasma-cell malignancy; corticosteroids are a core backbone targeting the malignant clone. Mechanism engages the disease driver.,clean
NCT02215980,dexamethasone,MULTIPLE MYELOMA,72.0,Glucocorticoid receptor (NR3C1) agonist,GR agonism -> direct apoptosis of malignant plasma cells -> multiple myeloma is a plasma-cell malignancy where corticosteroids are a core backbone agent acting on the malignant clone. Mechanism squarely engages the disease driver compartment.,clean
NCT02406144,dexamethasone,Multiple Myeloma,72.0,Glucocorticoid receptor (NR3C1) agonist,GR agonism -> direct pro-apoptotic effect on malignant plasma cells -> multiple myeloma is plasma-cell malignancy; corticosteroids are a core backbone targeting the malignant clone. Mechanism engages the disease driver.,clean
NCT03311425,dexamethasone,Dysphagia,40.0,Glucocorticoid receptor (NR3C1) agonist,"GR agonism -> broad anti-inflammatory/anti-edema gene transcription -> dysphagia is a symptom with diverse causes; if inflammatory/edematous (e.g., post-radiation, tumor-related swelling) GR reduces edema and can ease swallowing, but dysphagia is not driven by a single GR-modifiable driver. Adjunct/symptomatic at best.",clean
NCT02133105,dobutamine,cardiorenal syndrome,55.0,Beta-1 adrenergic agonist (inotrope),"Beta-1 agonism -> increased cardiac output/renal perfusion in cardiorenal syndrome. CRS type 1 is driven by low forward flow/venous congestion; augmenting cardiac output addresses a central hemodynamic driver of renal dysfunction. Plausible mechanistic link to the cardiorenal contributor, though benefit on hard renal endpoints uncertain.",clean
NCT02248480,duloxetine,Osteoarthritis,62.0,SERT and NET (SNRI),"NE/5-HT reuptake inhibition augments descending inhibitory pain pathways -> modulates central pain processing in OA, a non-structural analgesic mechanism; does not modify cartilage/joint pathophysiology but a meaningful analgesic endpoint is reachable via the descending-modulation route (validated for chronic musculoskeletal pain).",clean
NCT02014584,dutasteride,alopecia,80.0,5-alpha-reductase type 1 and 2,"DHT suppression -> DHT-driven follicular miniaturization is the core mechanism of androgenetic alopecia; lowering scalp DHT directly addresses the causal driver, with measurable hair-count endpoints. Strong target-disease fit.",clean
NCT02072434,edoxaban,Atrial Fibrillation,88.0,Factor Xa (direct inhibitor),"FXa inhibition blocks thrombin generation -> in atrial fibrillation, intracardiac stasis-driven thrombus formation is the direct cause of cardioembolic stroke; anticoagulation is squarely on the causal thromboembolic path for the stroke-prevention endpoint.",clean
NCT02471963,empagliflozin,Diabetes Mellitus Type 2,85.0,SGLT2 in renal proximal tubule,"SGLT2 inhibition -> glucosuria -> lowers hyperglycemia, the defining abnormality of T2DM -> direct on-pathway glucose-lowering; insulin-independent mechanism well-validated for T2DM glycemic control",clean
